TexteA,TextB,TextAPT,TextBPT,TFIDF,Jaccard_Distance,Levenshtein_Distance,NGram-Similarity,EXPECTED,RESULT,Score Keywords,Score entities
Wisconsin Democratic Party spokesman Zielinski says state GOP tweeted that women ‘should get paid less and not be able to make health care decisions’,Wisconsin Democratic Party spokesman Zielinski says state GOP tweeted that women ‘should get paid less and not be able to make health care decisions’,wisconsin democratic party spokesman zielinski state gop tweeted women get paid less able make health care decisions ,wisconsin democratic party spokesman zielinski state gop tweeted women get paid less able make health care decisions ,1.0,1.0,0,1.0,E,E,1.0000000000000002,1.0000000000000002
Marco Rubio says Iran deal means we have to help defend Iran from Israel or other allies,Trump says Iran deal forces U.S. to defend Iran if it's attacked by Israel,marco rubio iran deal means help defend iran israel allies ,trump iran deal forces us defend iran attacked israel ,0.44,0.3076923076923077,29,0.08333333333333333,E*,ST,0.20199309249791836,0.10778626961492307
Another outside group says Bill Nelson was the deciding vote,"Was Florida's Bill Nelson ""the deciding vote"" on the health care law?",another outside group bill nelson deciding vote ,floridas bill nelson deciding vote health care law ,0.37,0.36363636363636365,33,0.125,E*,ST,0.27982806524328774,0.217432599665842
FALSE: Attack ad’s claim Tony Thurmond was ‘reprimanded’ by Obama,FALSE: Attack ad’s claim Tony Thurmond was ‘sued by the ACLU’,false attack ads claim tony thurmond reprimanded obama ,false attack ads claim tony thurmond sued aclu ,0.6,0.6,14,0.75,ST,ST,1.0000000000000002,0.5581533522058311
"Clinton, Trump both say Moody's economist is on the other team","At DNC, Tim Kaine says even Republicans think Donald Trump's proposals are problematic",clinton trump moodys economist team ,dnc tim kaine even republicans think donald trumps proposals problematic ,0.0,0.0,55,0.0,N,N,0.0,0.34784187710572784
Mitt Romney said Barack Obama began his presidency with an apology tour,"Mitt Romney says Barack Obama began his presidency ""with an apology tour""",mitt romney barack obama began presidency apology tour ,mitt romney barack obama began presidency apology tour ,1.0,1.0,0,0.7,E,E,0.5031026124151314,0.3532666629240934
"Super PAC's $1 trillion tax claim against Hillary Clinton ignores timeframe, who would pay","In PA, Pence repeats half-true claim that Clinton would raise taxes by a trillion dollars",super pacs 1 trillion tax claim hillary clinton ignores timeframe would pay ,pa pence repeats halftrue claim clinton would raise taxes trillion dollars ,0.22,0.21052631578947367,55,0.0,E*,N,0.0,0.35364165030591954
Wisconsin Senate Majority Leader Scott Fitzgerald says half of state residents are “on some kind of government handout”,Wisconsin Senate Majority Leader Scott Fitzgerald says half of state residents are “on some kind of government handout”,wisconsin senate majority leader scott fitzgerald half state residents kind government handout ,wisconsin senate majority leader scott fitzgerald half state residents kind government handout ,1.0,1.0,0,1.0,E,E,1.0,1.0000000000000002
Connie Mack says -- repeatedly -- that Bill Nelson voted for higher taxes 150 times,Connie Mack said Bill Nelson voted to raise taxes 150 times,connie mack repeatedly bill nelson voted higher taxes one hundred fifty times ,connie mack bill nelson voted raise taxes one hundred fifty times ,0.77,0.7692307692307693,16,0.1111111111111111,E,E,0.26055567105626243,0.4903927702395217
Rick Perry says Mitt Romney shifted stance when he deleted health care line from his book,"Rick Perry says Mitt Romney's book deleted line that Mass. health care law ""should be the model for the country""",rick perry mitt romney shifted stance deleted health care line book ,rick perry mitt romneys book deleted line mass health care law model country ,0.51,0.5,34,0.21428571428571427,E,ST,0.5031026124151314,0.25308122152561935
Obama says Romney would spend $2 trillion that the military hasn't asked for,Obama says Romney would spend $2 trillion that the military hasn't asked for,obama romney would spend 2 trillion military hasnt asked ,obama romney would spend 2 trillion military hasnt asked ,1.0,1.0,0,1.0,E,E,1.0000000000000002,0.9999999999999998
Cory Booker claims Devils managing partner Jeff Vanderbeek refused to give any of the charitable dollars required under lease agreement for the Prudential Center,Cory Booker claims Jeff Vanderbeek “took us into arbitration” in dispute over Prudential Center,cory booker claims devils managing partner jeff vanderbeek refused give charitable dollars required lease agreement prudential center ,cory booker claims jeff vanderbeek took us arbitration dispute prudential center ,0.35,0.3333333333333333,70,0.08333333333333333,ST,ST,1.0,0.3040469774789608
Clinton wrongly says she was only one in primaries to nix middle-class tax hikes,Clinton repeats wrong claim that no other 2016 candidate pledged not to raise middle-class taxes,clinton wrongly one primaries nix middleclass tax hikes ,clinton repeats wrong claim two thousand sixteen candidate pledged raise middleclass taxes ,0.12,0.1111111111111111,52,0.0,ST,N,0.33609692727625756,0.7019667228852587
Claim: New Jersey has had 7 credit downgrades since Chris Christie took office,Democratic pundit Donna Brazile says N.J. credit rating fell record 9 time under Chris Christie,claim new jersey seven credit downgrades since chris christie took office ,democratic pundit donna brazile nj credit rating fell record nine time chris christie ,0.15,0.14285714285714285,59,0.0,ST,N,0.0,0.4218234461201404
Trump: Bernie Sanders wants to tax 'you people' at 90 percent,Chris Christie says Bernie Sanders’s plan is 'to raise your taxes to 90 percent',trump bernie sanders wants tax people ninety percent ,chris christie bernie sanderss plan raise taxes ninety percent ,0.22,0.21428571428571427,27,0.0,E*,N,0.0,0.3326471227196235
Roe letter claims Consumer commission stopping Buckyballs sales “without consultation or input from the company”,Blackburn letter claims Consumer commission stopping Buckyballs sales “without consultation or input from the company”,roe letter claims consumer commission stopping buckyballs sales without consultation input company ,blackburn letter claims consumer commission stopping buckyballs sales without consultation input company ,0.85,0.8461538461538461,9,0.9230769230769231,E,,0.43161341897075156,1.0000000000000002
Health care exchange is government's way of regulating insurers,Health Choices Commissioner does not decide your health benefits,health care exchange governments way regulating insurers ,health choices commissioner decide health benefits ,0.16,0.09090909090909091,37,0.0,ST,ST,1.0000000000000002,0.7092972666062739
"U. S. Rep. David Cicilline says that when he was mayor of Providence, the city’s internal auditor was not blocked from accessing financial records","Brendan Doherty says incumbent U.S. Rep. David Cicilline, as Providence mayor, intentionally missed deadlines for providing information to the city's external auditors",u rep david cicilline mayor providence citys internal auditor blocked accessing financial records ,brendan doherty incumbent us rep david cicilline providence mayor intentionally missed deadlines providing information citys external auditors ,0.27,0.25,89,0.2,ST,N,0.18443191662261305,1.0
"House Speaker John Boehner says Obama's economists figure stimulus cost at $278,000 per job","David Dewhurst says president's economists say stimulus-created jobs cost $278,000 each",house speaker john boehner obamas economists figure stimulus cost 278000 per job ,david dewhurst presidents economists stimuluscreated jobs cost 278000 ,0.18,0.17647058823529413,50,0.0,E*,N,0.0,0.5927362885357321
"Mitt Romney says ""Obamacare"" means up to 20 million Americans will lose insurance they like and want",Mitt Romney says up to 20 million will lose health insurance due to Obama health care law,mitt romney obamacare means twenty million americans lose insurance like want ,mitt romney twenty million lose health insurance due obama health care law ,0.32,0.375,50,0.13333333333333333,E,N,0.5031026124151314,0.265307665677199
Obama: Iran has not advanced nuclear ambitions since U.S. negotiations started,Stephen Hayes: Iran cheated on the interim nuclear deal,obama iran advanced nuclear ambitions since us negotiations started ,stephen hayes iran cheated interim nuclear deal ,0.15,0.14285714285714285,50,0.0,ST,N,0.0,0.09399904058906315
"NRCC says stimulus supported by New Jersey Democrats cost $278,000 per job","David Dewhurst says president's economists say stimulus-created jobs cost $278,000 each",nrcc stimulus supported new jersey democrats cost 278000 per job ,david dewhurst presidents economists stimuluscreated jobs cost 278000 ,0.13,0.125,53,0.0,E*,N,0.0,0.5553410777349955
Church claims commitment as ethnic heritage,Any race may join Chicago church,church claims commitment ethnic heritage ,race may join chicago church ,0.11,0.1111111111111111,30,0.0,ST,ST,1.0000000000000002,0.7767522955384392
Donald Trump's inventions about Richard Blumenthal and Vietnam,Donald Trump: Sen. Blumenthal 'lied about his service' in Vietnam,donald trumps inventions richard blumenthal vietnam ,donald trump sen blumenthal lied service vietnam ,0.3,0.3,25,0.0,E*,ST,1.0000000000000002,0.6570855033746543
"Ed Schultz says Walmart workers rely on $5,800 in public assistance a year","Alan Grayson says more Walmart employees on Medicaid, food stamps than other companies",ed schultz walmart workers rely 5800 public assistance year ,alan grayson walmart employees medicaid food stamps companies ,0.06,0.0625,46,0.0,ST,N,0.0,0.09639743790944948
Did Chris Christie's New Jersey create no net new jobs last year?,"Under Chris Christie, does New Jersey have ""one of the higher unemployment rates in the country""?",chris christies new jersey create net new jobs last year ,chris christie new jersey one higher unemployment rates country ,0.25,0.2,28,0.0,ST,ST,1.0000000000000002,1.0000000000000002
R.I. Bishop Thomas Tobin says abortions make up 94% of Planned Parent services for pregnant women,Fox Business reporter: 95% of Planned Parenthood's 'pregnancy services' were abortions,ri bishop thomas tobin abortions make 94 planned parent services pregnant women ,fox business reporter 95 planned parenthoods pregnancy services abortions ,0.17,0.16666666666666666,57,0.0,E*,N,0.0,0.6348639070266214
Does Clackamas County have more urban renewal debt than all the other counties combined?,Will a countywide vote on urban renewal cost taxpayers “a fortune” and an alternative backed by Clackamas County commissioners cost less?,clackamas county urban renewal debt counties combined ,countywide vote urban renewal cost taxpayers fortune alternative backed clackamas county commissioners cost less ,0.24,0.25,79,0.0,ST,N,0.20199309249791836,0.4136518726265641
"Abbott claim that Wendy Davis raised money for a member of socialist group unconfirmed, ridiculous",Dewhurst claim that Wendy Davis raised money for socialists group unsupported and ridiculous,abbott claim wendy davis raised money member socialist group unconfirmed ridiculous ,dewhurst claim wendy davis raised money socialists group unsupported ridiculous ,0.5,0.5,21,0.45454545454545453,E*,ST,0.3360969272762575,0.4105948899835617
Ad says President Barack Obama put in place 'historic fuel efficiency standards',President Barack Obama says he raised fuel standards after '30 years of inaction',ad president barack obama put place historic fuel efficiency standards ,president barack obama raised fuel standards 30 years inaction ,0.36,0.35714285714285715,41,0.1,E*,ST,0.22028815056182968,0.0298845978039912
"Mitt Romney, once again, says U.S. is 'inches away from no longer being a free economy'",Mitt Romney gets another Pants on Fire for saying we're 'inches away' from not being capitalist any more,mitt romney us inches away longer free economy ,mitt romney gets another pants fire saying inches away capitalist ,0.29,0.2857142857142857,40,0.07142857142857142,E,N,0.22028815056182968,0.7422604478710504
Not a Muslim; not Mohammed,Any race may join Chicago church,muslim mohammed ,race may join chicago church ,0.0,0.0,23,0.0,ST,ST,1.0000000000000002,0.6809776961810885
Recovery.gov shows jobs in Congressional districts that don't exist,Nonexistent congressional districts were on Recovery.gov. They're gone now.,recoverygov shows jobs congressional districts dont exist ,nonexistent congressional districts recoverygov theyre gone ,0.3,0.3,39,0.0,ST,N,0.0,0.9508076935376104
"Throw-granny-from-the-cliff ad asks what the U.S. would be “without Medicare""",Throw-granny-from-the-cliff ad says Paul Ryan plan would privatize Medicare,throwgrannyfromthecliff ad asks us would without medicare ,throwgrannyfromthecliff ad paul ryan plan would privatize medicare ,0.37,0.36363636363636365,20,0.5714285714285714,ST,ST,1.0000000000000002,0.4459285958331467
"Palin claims Gulf of Mexico drilling moratorium will cause projected 150,000 barrel a day production drop",Palin claims loss of oil production in Gulf of Mexico will cost $8 billion a day in imports,palin claims gulf mexico drilling moratorium cause projected 150000 barrel day production drop ,palin claims loss oil production gulf mexico cost 8 billion day imports ,0.34,0.3157894736842105,62,0.07142857142857142,ST,ST,1.0000000000000002,0.8684388322708015
Newt Gingrich ad says Mitt Romney enacted taxpayer-funded abortions,Gingrich ad says Mitt Romney appointed Planned Parenthood to a medical board but not an anti-abortion group,newt gingrich ad mitt romney enacted taxpayerfunded abortions ,gingrich ad mitt romney appointed planned parenthood medical board antiabortion group ,0.27,0.26666666666666666,46,0.42857142857142855,ST,ST,1.0,0.3684799318577814
Not a Muslim; not Mohammed,Church claims commitment as ethnic heritage,muslim mohammed ,church claims commitment ethnic heritage ,0.0,0.0,32,0.0,ST,ST,1.0000000000000002,0.7719359368667204
"In State of the Union, Obama says U.S. produces more oil than it buys",Obama says U.S. produces more oil than it imports for first time in nearly 20 years,state union obama us produces oil buys ,obama us produces oil imports first time nearly twenty years ,0.32,0.3076923076923077,45,0.5833333333333334,ST,ST,1.0000000000000002,1.0000000000000002
DNC ad says Mitt Romney flip-flopped on Obama stimulus,Did Mitt Romney flip-flop on the economic stimulus?,dnc ad mitt romney flipflopped obama stimulus ,mitt romney flipflop economic stimulus ,0.34,0.3333333333333333,14,0.16666666666666666,E*,N,0.0,0.3294321059631089
Charlie Bass says expiration of Bush tax cuts would be highest tax increase in history,Quico Canseco says Bush cuts expiring would cause biggest U.S. tax hike ever,charlie bass expiration bush tax cuts would highest tax increase history ,quico canseco bush cuts expiring would cause biggest us tax hike ever ,0.26,0.2222222222222222,53,0.0,E*,N,0.0,0.7675017487094089
A fair summary of what he said,"Straight talk, twisted",fair summary ,straight talk twisted ,0.0,0.0,18,0.0,ST,N,0.0,0.9713506744067646
"Rep, Chris Van Hollen says insurance premiums doubled between 2000 and 2006",Rep. Chris Van Hollen says insurance company profits quadrupled,rep chris van hollen insurance premiums doubled two thousand two thousand six ,rep chris van hollen insurance company profits quadrupled ,0.29,0.38461538461538464,37,0.5714285714285714,ST,ST,1.0,0.43592837275457785
Ad from Sen. Barbara Boxer attacks Carly Fiorina for layoffs at HP,"Cyber-squatter accuses Carly Fiorina of wishing she'd laid off 30,000 employees more quickly",ad sen barbara boxer attacks carly fiorina layoffs hp ,cybersquatter accuses carly fiorina wishing shed laid 30000 employees quickly ,0.12,0.11764705882352941,56,0.0,ST,N,0.1506401849870651,0.22255419817399408
Ted Cruz says Donald Trump said he will be 'neutral' between Israel and Palestinians,Would Donald Trump be 'neutral' between Israel and its enemies?,ted cruz donald trump neutral israel palestinians ,would donald trump neutral israel enemies ,0.45,0.4444444444444444,17,0.375,E*,N,0.0,0.2752325353486659
Milwaukee County executive candidate Jim Sullivan says police have to wait for hours with mental health patients,Milwaukee County executive candidate Jim Sullivan says police have to wait for hours with mental health patients,milwaukee county executive candidate jim sullivan police wait hours mental health patients ,milwaukee county executive candidate jim sullivan police wait hours mental health patients ,1.0,1.0,0,1.0,E,E,1.0,1.0000000000000002
"Joe Biden says Mitt Romney, Paul Ryan would 'eliminate the guarantee of Medicare.'",Is Barack Obama right on 'guaranteed benefits' under Medicare?,joe biden mitt romney paul ryan would eliminate guarantee medicare ,barack obama right guaranteed benefits medicare ,0.07,0.06666666666666667,44,0.0,ST,N,0.1506401849870651,0.47943593575944327
"DNC chair says Chris Christie cut equal pay for women, called it ‘senseless bureaucracy’","Did Chris Christie veto equal pay for women, as Ultraviolet says?",dnc chair chris christie cut equal pay women called senseless bureaucracy ,chris christie veto equal pay women ultraviolet ,0.41,0.38461538461538464,38,0.2222222222222222,ST,N,0.0,0.1908740661302035
"Rick Scott says debt was up $5.2B under Charlie Crist, down $2B under Scott","RPOF chair Lenny Curry says Rick Scott cut state debt by $2 billion, Charlie Crist increased it by $5 billion",rick scott debt 52b charlie crist 2b scott ,rpof chair lenny curry rick scott cut state debt 2 billion charlie crist increased 5 billion ,0.34,0.29411764705882354,59,0.0,E*,N,0.0,0.505077251484638
"Carlos Lopez-Cantera was an enthusiastic supporter of Arizona-style law, Allison Tant says","Democratic Hispanic group says Carlos Lopez-Cantera ""staunchly supported"" an immigration enforcement bill",carlos lopezcantera enthusiastic supporter arizonastyle law allison tant ,democratic hispanic group carlos lopezcantera staunchly supported immigration enforcement bill ,0.13,0.125,62,0.1,ST,N,0.0,0.23791805835677596
Mark Warner exaggerates in saying Donald Trump is 'OK' with nuclear proliferation,Donald Trump wrongly tweets that he 'never said' more countries should have nuclear weapons,mark warner exaggerates saying donald trump ok nuclear proliferation ,donald trump wrongly tweets never countries nuclear weapons ,0.22,0.21428571428571427,48,0.0,ST,N,0.0,0.18782523720015235
Congressman repeats Mostly True claim: Donald Trump ‘rooted for the housing crisis’,Elizabeth Warren says Donald Trump was excited for 2008 housing crash,congressman repeats mostly true claim donald trump rooted housing crisis ,elizabeth warren donald trump excited two thousand eight housing crash ,0.18,0.17647058823529413,48,0.0,E*,N,0.0,0.16356264089818381
Rick Scott says Charlie Crist let college tuition increase up to 15 percent every year,"Charlie Crist signed 'an automatic 15 percent annual tuition increase,' Rick Scott's campaign says",rick scott charlie crist let college tuition increase fifteen percent every year ,charlie crist signed automatic fifteen percent annual tuition increase rick scotts campaign ,0.41,0.4117647058823529,63,0.0,E*,ST,1.0000000000000002,0.2353586009785925
"Obama to blame for defense sequestration, says Romney ad",Barack Obama says Congress owns sequestration cuts,obama blame defense sequestration romney ad ,barack obama congress owns sequestration cuts ,0.2,0.2,27,0.0,E*,N,0.0,0.8649482309777812
Is the Pasco County school district keeping up with class size requirements?,"Pasco County schools have graduation rates above the state average and dropout rates below the state average, says Heather Fiorentino",pasco county school district keeping class size requirements ,pasco county schools graduation rates state average dropout rates state average heather fiorentino ,0.09,0.125,58,0.0,ST,ST,1.0000000000000002,0.6687318761258383
Nonexistent congressional districts were on Recovery.gov. They're gone now.,Recovery.gov assigns statewide education jobs to one congressional district,nonexistent congressional districts recoverygov theyre gone ,recoverygov assigns statewide education jobs one congressional district ,0.17,0.16666666666666666,59,0.0,E*,ST,1.0000000000000002,0.9681400889538863
Donald Trump falsely claims Hillary Clinton 'wants to abolish the 2nd Amendment',"Despite new adverb, Trump's claim about Clinton wanting to 'abolish' 2nd Amendment is still False",donald trump falsely claims hillary clinton wants abolish 2nd amendment ,despite new adverb trumps claim clinton wanting abolish 2nd amendment still false ,0.23,0.2222222222222222,41,0.0,ST,ST,1.0000000000000002,0.4623088669399074
"Gov. Scott Walker says if public employees don’t start paying more for benefits by April 1, “the equivalent” is 1,500 layoffs now and 10,000 to 12,000 in next budget",Wisconsin state Sen. Jon Erpenbach claims there is no urgency to pass budget repair bill,gov scott walker public employees dont start paying benefits april 1 equivalent 1500 layoffs 10000 12000 next budget ,wisconsin state sen jon erpenbach claims urgency pass budget repair bill ,0.04,0.03571428571428571,90,0.0,N,N,0.20199309249791836,0.3486142726577587
U.S. Senate candidate Barry Hinckley says Sen. Sheldon Whitehouse will have added nearly $8 trillion to the national debt during his first term,U.S. Senate candidate Barry Hinckley says incumbent Sen. Sheldon Whitehouse voted for a $525-billion tax hike on the middle class,us senate candidate barry hinckley sen sheldon whitehouse added nearly 8 trillion national debt first term ,us senate candidate barry hinckley incumbent sen sheldon whitehouse voted 525billion tax hike middle class ,0.37,0.34782608695652173,44,0.3333333333333333,ST,ST,0.20613696606828605,0.8297356381614804
Marco Rubio says Ted Cruz supports legal status and work permits for 'illegal' immigrants,Marco Rubio wrongly says Ted Cruz supports 'legalizing people who are in this country illegally',marco rubio ted cruz supports legal status work permits illegal immigrants ,marco rubio wrongly ted cruz supports legalizing people country illegally ,0.32,0.3125,38,0.16666666666666666,ST,N,0.33609692727625756,0.49315447801414963
"Aside from 9/11, Rudy Giuliani is wrong about no terrorist attacks before Obama",Top California Democrat seizes on 9/11 omission by Donald Trump backer Rudy Giuliani,aside 911 rudy giuliani wrong terrorist attacks obama ,top california democrat seizes 911 omission donald trump backer rudy giuliani ,0.19,0.1875,62,0.0,ST,N,0.0,0.7052540487392003
"Mitt Romney says Barack Obama ""traveled around the globe to apologize for America.”",Mitt Romney repeats claim that Obama went around the world apologizing for the United States,mitt romney barack obama traveled around globe apologize america ,mitt romney repeats claim obama went around world apologizing united states ,0.25,0.25,37,0.0,ST,ST,1.0000000000000002,0.4223797654785856
Rick Santorum has it wrong on Mitt Romney's book,"Rick Perry says Mitt Romney's book deleted line that Mass. health care law ""should be the model for the country""",rick santorum wrong mitt romneys book ,rick perry mitt romneys book deleted line mass health care law model country ,0.3,0.26666666666666666,57,0.2857142857142857,ST,N,0.20199309249791836,0.046429278733534224
Bernie Sanders ad claims or implies endorsements from New Hampshire newspapers,Bernie Sanders mistaken about whether his campaign's ad had cited a nonexistent endorsement,bernie sanders ad claims implies endorsements new hampshire newspapers ,bernie sanders mistaken whether campaigns ad cited nonexistent endorsement ,0.2,0.2,49,0.0,ST,N,0.2605556710562624,0.18271798609389983
Trump surrogate repeats wrong talking point on Clinton Foundation giving,Pence repeats false claim on Clinton Foundation's limited charitable work,trump surrogate repeats wrong talking point clinton foundation giving ,pence repeats false claim clinton foundations limited charitable work ,0.13,0.125,51,0.125,E*,N,0.0,0.48589951078113724
Donald Trump wrong again about NATO increasing terrorism efforts 'largely' because of him,Donald Trump mischaracterizes NATO change and his role in it,donald trump wrong nato increasing terrorism efforts largely ,donald trump mischaracterizes nato change role ,0.28,0.2727272727272727,36,0.0,E,ST,1.0000000000000002,0.6236972689068664
"Lincoln Chafee says, as R.I. governor, only four states had bigger drops in unemployment rate",Gov. Lincoln Chafee says R.I. legislature is strongest in U.S,lincoln chafee ri governor four states bigger drops unemployment rate ,gov lincoln chafee ri legislature strongest us ,0.22,0.21428571428571427,44,0.125,N,N,0.3563004293331381,0.0946985379654042
Donald Trump says Mexican government 'forces many bad people into our country',Donald Trump: 'The Mexican government ... they send the bad ones over',donald trump mexican government forces many bad people country ,donald trump mexican government send bad ones ,0.47,0.45454545454545453,21,0.0,E,ST,0.2605556710562624,0.6226326941910715
Chris Christie claims in keynote address that taxes in New Jersey “were raised 115 times in eight years”,"Chris Christie says taxes, fees raised 115 times in the 8 years before he became governor",chris christie claims keynote address taxes new jersey raised one hundred fifteen times eight years ,chris christie taxes fees raised one hundred fifteen times eight years became governor ,0.56,0.5555555555555556,46,0.07142857142857142,E,ST,1.0000000000000002,0.2910691023819054
Rick Scott says All Aboard is '100% private venture' and 'no state money involved',Charlie Crist says All Aboard Florida is 'receiving millions in Florida taxpayer dollars',rick scott aboard 100 private venture state money involved ,charlie crist aboard florida receiving millions florida taxpayer dollars ,0.05,0.0625,52,0.09090909090909091,ST,N,0.20199309249791836,0.33883650638333057
Goodlatte: Obama said 22 times he lacks power to change immigration law,Goodlatte says Obama has flip-flopped on his power to order immigration reform,goodlatte obama twentytwo times lacks power change immigration law ,goodlatte obama flipflopped power order immigration reform ,0.34,0.3333333333333333,31,0.0,ST,ST,1.0000000000000002,0.47530975953265164
Dan Patrick went from ‘unequivocally support’ to ‘would not be in favor of’ repeal,"David Dewhurst went from ‘You betcha, Kemosabe’ to ‘I would not be in favor of’ repeal",dan patrick went unequivocally support would favor repeal ,david dewhurst went betcha kemosabe would favor repeal ,0.34,0.3333333333333333,30,0.4166666666666667,E,N,0.0,0.789774663634357
